train_loss,val_loss
1.6352964133024215,"tensor(0.2582, device='cuda:0')"
1.5197011277079582,"tensor(0.2538, device='cuda:0')"
1.533133430033922,"tensor(0.1000, device='cuda:0')"
1.429783596843481,"tensor(0.1086, device='cuda:0')"
1.4164900742471218,"tensor(0.2181, device='cuda:0')"
1.4154276698827744,"tensor(0.1143, device='cuda:0')"
1.4496979147195816,"tensor(0.1444, device='cuda:0')"
1.6084704466164113,"tensor(0.0986, device='cuda:0')"
1.3473622441291808,"tensor(0.1404, device='cuda:0')"
1.390588464587927,"tensor(0.1710, device='cuda:0')"
1.479580532759428,"tensor(0.2481, device='cuda:0')"
1.5498394072055817,"tensor(0.1297, device='cuda:0')"
1.4584456644952297,"tensor(0.1312, device='cuda:0')"
1.3832072906196118,"tensor(0.1029, device='cuda:0')"
1.31600885912776,"tensor(0.1117, device='cuda:0')"
1.2796576477587223,"tensor(0.1341, device='cuda:0')"
1.424428152292967,"tensor(0.1212, device='cuda:0')"
1.3560509875416755,"tensor(0.1551, device='cuda:0')"
1.395686761289835,"tensor(0.1197, device='cuda:0')"
1.3219205997884274,"tensor(0.1670, device='cuda:0')"
1.4794037245213985,"tensor(0.1346, device='cuda:0')"
1.46900642439723,"tensor(0.1521, device='cuda:0')"
1.3579327560961247,"tensor(0.1202, device='cuda:0')"
1.4481344379484653,"tensor(0.1460, device='cuda:0')"
1.3546112105250359,"tensor(0.1345, device='cuda:0')"
1.2829898804426194,"tensor(0.1163, device='cuda:0')"
1.3035723656415938,"tensor(0.1020, device='cuda:0')"
1.3462341278791428,"tensor(0.1166, device='cuda:0')"
1.3249031841754912,"tensor(0.0954, device='cuda:0')"
1.319301676750183,"tensor(0.1102, device='cuda:0')"
1.306101105362177,"tensor(0.1151, device='cuda:0')"
1.2137285433709621,"tensor(0.1162, device='cuda:0')"
1.2605214893817902,"tensor(0.1659, device='cuda:0')"
1.4318696439266205,"tensor(0.1161, device='cuda:0')"
1.257030538469553,"tensor(0.1281, device='cuda:0')"
1.3713242337107658,"tensor(0.1558, device='cuda:0')"
1.3086575545370578,"tensor(0.1076, device='cuda:0')"
1.2442843340337277,"tensor(0.0848, device='cuda:0')"
1.2901065230369568,"tensor(0.1240, device='cuda:0')"
1.3128148324787616,"tensor(0.3197, device='cuda:0')"
1.3607330329716205,"tensor(0.1051, device='cuda:0')"
1.2871447555720805,"tensor(0.1552, device='cuda:0')"
1.238568663597107,"tensor(0.1776, device='cuda:0')"
1.2758906751871109,"tensor(0.1179, device='cuda:0')"
1.2262244790792465,"tensor(0.1168, device='cuda:0')"
1.2155464880168438,"tensor(0.1107, device='cuda:0')"
1.2962855346500874,"tensor(0.0957, device='cuda:0')"
1.2807626359164714,"tensor(0.1035, device='cuda:0')"
1.197744119912386,"tensor(0.1246, device='cuda:0')"
1.1694210276007653,"tensor(0.1313, device='cuda:0')"
1.264560329169035,"tensor(0.1341, device='cuda:0')"
1.204420992732048,"tensor(0.1628, device='cuda:0')"
1.2873873472213746,"tensor(0.1116, device='cuda:0')"
1.2361668907105923,"tensor(0.1212, device='cuda:0')"
1.1952524431049825,"tensor(0.1131, device='cuda:0')"
1.1934351027011871,"tensor(0.1249, device='cuda:0')"
1.1981970466673375,"tensor(0.1132, device='cuda:0')"
1.1836989685893058,"tensor(0.1104, device='cuda:0')"
1.2324255779385567,"tensor(0.0901, device='cuda:0')"
